moduleId;semester;averageRatings;totalRatings;averageGrades;totalGrades;passedGrades;failedGrades
50825256;FS20;1.0;1;0;0;0;0
50825256;FS19;3.0;2;3.8;5;3;2
50825256;FS18;3.0;1;5.38;2;2;0
50825256;FS17;0;0;4.5;4;4;0
50825256;HS17;4.0;1;0;0;0;0
50834119;FS20;0;0;0;0;0;0
50834119;FS19;3.95;37;5.25;2;2;0
50834119;FS18;1.4;5;4.93;11;11;0
50834119;FS17;0;0;4.66;8;8;0
50834119;HS18;4.0;1;0;0;0;0
50834119;HS17;3.0;2;0;0;0;0
50826915;FS20;2.0;1;0;0;0;0
50826915;FS19;2.53;15;4.56;54;47;7
50826915;FS18;3.15;13;4.87;49;45;4
50826915;FS17;0;0;4.44;8;7;1
50826915;HS19;2.8;10;0;0;0;0
50826915;HS18;2.67;3;0;0;0;0
50826915;HS17;3.33;3;0;0;0;0
50034087;FS20;5.0;1;0;0;0;0
50034087;FS18;4.75;4;4.92;3;3;0
50034087;FS17;0;0;5.25;1;1;0
50034087;FS16;0;0;5.25;1;1;0
50034087;FS15;0;0;0;0;0;0
50034087;FS14;0;0;0;0;0;0
50034087;FS19;4.0;1;0;0;0;0
50034087;HS17;4.5;2;0;0;0;0
50034087;HS18;5.0;1;0;0;0;0
50393236;FS20;0;0;0;0;0;0
50393236;FS19;4.14;14;4.64;46;41;5
50393236;FS18;3.43;7;4.68;37;34;3
50393236;FS17;0;0;4.21;7;5;2
50393236;FS16;0;0;4.56;12;10;2
50393236;FS15;0;0;4.38;2;1;1
50393236;FS14;0;0;0;0;0;0
50393236;HS19;4.5;2;0;0;0;0
50393236;HS18;3.83;6;0;0;0;0
50393236;HS17;4.0;8;0;0;0;0
50873092;FS20;5.0;2;0;0;0;0
50873092;FS19;1.78;18;4.58;52;45;7
50873092;FS18;1.13;15;4.38;35;30;5
50873092;HS19;1.67;3;0;0;0;0
50873092;HS18;1.0;7;0;0;0;0
50369622;FS20;0;0;0;0;0;0
50369622;FS19;4.5;2;4.58;9;8;1
50369622;FS18;3.8;5;3.25;4;2;2
50369622;FS17;0;0;4.75;1;1;0
50369622;HS15;0;0;5.25;1;1;0
50369622;FS14;0;0;0;0;0;0
50369622;HS19;4.0;1;0;0;0;0
50369622;HS18;1.0;1;0;0;0;0
50392757;FS20;0;0;0;0;0;0
50392757;FS19;1.5;12;3.44;32;19;13
50392757;FS18;1.12;8;3.3;20;10;10
50392757;FS17;0;0;4.54;7;7;0
50392757;FS16;0;0;4.58;10;10;0
50392757;FS15;0;0;4.75;1;1;0
50392757;FS14;0;0;0;0;0;0
50392757;FS13;0;0;6;1;1;0
50392757;HS19;1.67;3;0;0;0;0
50392757;HS18;1.67;3;0;0;0;0
50392757;HS17;1.5;2;0;0;0;0
50893087;FS20;0;0;0;0;0;0
50893087;FS19;0;0;5.58;3;3;0
50893087;FS18;0;0;5.25;3;3;0
50893087;HS18;5.0;1;0;0;0;0
50976508;FS20;5.0;1;0;0;0;0
50976499;FS20;0;0;0;0;0;0
50941429;FS20;0;0;0;0;0;0
50941429;FS19;3.67;3;5.56;4;4;0
50523065;FS20;0;0;0;0;0;0
50523065;FS19;3.25;4;4.88;4;4;0
50523065;FS18;1.0;5;5;10;10;0
50523065;FS17;0;0;5.33;3;3;0
50523065;FS16;0;0;5.25;1;1;0
50523065;FS15;0;0;0;0;0;0
50523065;FS14;0;0;0;0;0;0
50523065;HS19;3.67;3;0;0;0;0
50523065;HS17;3.67;3;0;0;0;0
50997060;FS20;0;0;0;0;0;0
50782188;FS20;0;0;0;0;0;0
50782188;FS16;0;0;0;0;0;0
50840951;FS20;1.25;4;0;0;0;0
50840951;FS19;2.83;6;4.66;11;10;1
50840951;FS18;3.86;7;4.5;7;6;1
50840951;FS17;0;0;4.75;2;2;0
50840951;HS17;5.0;1;0;0;0;0
50873099;FS20;0;0;0;0;0;0
50873099;FS19;3.25;32;5.26;28;28;0
50873099;FS18;2.5;12;5.14;9;9;0
50873099;HS18;5.0;1;0;0;0;0
50873101;FS20;0;0;0;0;0;0
50873101;FS19;2.73;11;4.78;24;20;4
50873101;FS18;4.0;5;4.94;4;4;0
50873101;HS19;4.5;2;0;0;0;0
50873101;HS18;2.0;1;0;0;0;0
50945562;FS20;0;0;0;0;0;0
50945562;FS19;5.0;3;5.92;3;3;0
50937657;FS20;0;0;0;0;0;0
50937657;FS19;2.0;1;6;1;1;0
50945647;FS20;0;0;0;0;0;0
50945647;FS19;5.0;3;5.94;4;4;0
50675553;FS20;0;0;0;0;0;0
50675553;FS19;0;0;0;0;0;0
50675553;FS18;0;0;0;0;0;0
50675553;FS17;0;0;0;0;0;0
50675553;FS16;0;0;0;0;0;0
50675553;FS15;0;0;0;0;0;0
50675553;FS14;0;0;0;0;0;0
50314925;FS20;3.0;1;0;0;0;0
50314925;FS19;2.88;25;4.53;109;85;24
50314925;FS18;3.62;8;4.58;92;71;21
50314925;FS17;0;0;4.35;85;69;16
50314925;FS16;0;0;4.33;98;77;21
50314925;FS15;0;0;4.03;24;17;7
50314925;FS14;0;0;4.35;10;7;3
50314925;FS12;0;0;4.25;1;1;0
50314925;HS19;4.0;5;0;0;0;0
50314925;HS18;4.67;3;0;0;0;0
50314925;HS17;4.0;3;0;0;0;0
50873015;FS20;5.0;1;0;0;0;0
50873015;FS19;5.0;8;5.5;9;9;0
50873015;FS18;5.0;8;5.38;6;6;0
50888000;FS20;5.0;2;0;0;0;0
50888000;FS19;4.12;8;5.03;9;9;0
50888000;FS18;5.0;3;4.05;10;7;3
50888000;HS18;5.0;1;0;0;0;0
50675556;FS20;0;0;0;0;0;0
50675556;FS19;5.0;1;0;0;0;0
50675556;FS18;0;0;0;0;0;0
50675556;FS17;0;0;0;0;0;0
50675556;FS16;0;0;0;0;0;0
50675556;FS15;0;0;0;0;0;0
50675556;FS14;0;0;0;0;0;0
50820164;FS20;4.0;4;0;0;0;0
50820164;FS19;4.22;18;4.86;110;96;14
50820164;FS18;4.71;7;5.01;151;145;6
50820164;FS17;0;0;4.78;159;144;15
50820164;HS18;4.25;4;0;0;0;0
50820164;HS17;4.5;2;0;0;0;0
50820164;HS19;4.4;10;0;0;0;0
50354580;FS20;1.0;1;0;0;0;0
50354580;FS19;4.64;14;5.7;16;16;0
50354580;FS18;3.6;5;5.23;12;12;0
50354580;FS17;0;0;5.33;22;22;0
50354580;FS16;0;0;5.4;13;13;0
50354580;FS15;0;0;5.25;2;2;0
50354580;FS14;0;0;5;1;1;0
50354580;HS19;3.67;6;0;0;0;0
50354580;HS18;5.0;4;0;0;0;0
50354580;HS17;4.2;5;0;0;0;0
50923077;FS20;0;0;0;0;0;0
50923077;FS19;0;0;0;0;0;0
51000820;FS20;0;0;0;0;0;0
50821473;FS20;2.0;1;0;0;0;0
50821473;FS18;4.75;4;5;8;8;0
50821473;FS17;0;0;5.1;5;5;0
50821473;HS18;4.5;4;0;0;0;0
50821473;HS17;5.0;1;0;0;0;0
50821473;FS19;5.0;1;0;0;0;0
50431626;FS20;0;0;0;0;0;0
50431626;FS19;4.0;6;4.76;21;18;3
50431626;FS17;0;0;4.25;3;2;1
50431626;FS16;0;0;5.08;6;5;1
50431626;FS15;0;0;4;2;2;0
50431626;FS14;0;0;0;0;0;0
50431626;FS18;3.0;1;0;0;0;0
50431626;HS17;4.0;1;0;0;0;0
50314979;FS20;0;0;0;0;0;0
50314979;FS19;3.29;7;4.3;23;20;3
50314979;FS18;3.9;10;5.09;11;11;0
50314979;FS17;0;0;4.46;20;18;2
50314979;FS16;0;0;4.72;19;18;1
50314979;FS15;0;0;4.33;6;6;0
50314979;FS14;0;0;4.38;2;2;0
50314979;FS12;0;0;4.25;1;1;0
50314979;HS18;2.0;1;0;0;0;0
50314979;HS17;3.43;7;0;0;0;0
50314979;HS19;4.0;1;0;0;0;0
50019527;FS20;0;0;0;0;0;0
50019527;FS19;4.04;24;4.6;52;45;7
50019527;FS18;3.83;6;4.76;60;57;3
50019527;FS17;0;0;4.61;87;77;10
50019527;FS16;0;0;4.53;70;58;12
50019527;FS15;0;0;4.48;23;19;4
50019527;FS14;0;0;4.98;15;13;2
50019527;FS13;0;0;5.38;2;2;0
50019527;HS17;3.5;2;0;0;0;0
50019527;HS19;3.75;4;0;0;0;0
50019527;HS18;4.22;9;0;0;0;0
50030855;FS20;0;0;0;0;0;0
50030855;FS19;3.04;24;4.78;189;168;21
50030855;FS18;2.0;12;4.66;227;198;29
50030855;FS17;0;0;4.66;261;221;40
50030855;FS16;0;0;4.54;290;246;44
50030855;FS15;0;0;4.51;219;182;37
50030855;FS14;0;0;4.14;972;664;308
50030855;FS13;0;0;4.2;1028;721;307
50030855;FS12;0;0;4.18;892;615;277
50030855;FS11;0;0;4.47;896;681;215
50030855;HS18;3.56;9;0;0;0;0
50834703;FS20;0;0;0;0;0;0
50834703;FS19;4.4;5;5.57;11;11;0
50834703;FS18;0;0;5.75;1;1;0
50834703;FS17;0;0;5.5;1;1;0
50834703;HS19;4.0;1;0;0;0;0
50662146;FS20;0;0;0;0;0;0
50662146;FS19;2.5;4;4.9;21;19;2
50662146;FS18;4.2;5;5.5;8;8;0
50662146;FS17;0;0;5.25;1;1;0
50662146;FS16;0;0;0;0;0;0
50662146;FS15;0;0;0;0;0;0
50662146;FS14;0;0;0;0;0;0
50662146;HS19;1.0;1;0;0;0;0
50662146;HS18;5.0;1;0;0;0;0
50923128;FS20;0;0;0;0;0;0
50923128;FS19;4.2;5;5.48;11;11;0
50923128;HS19;5.0;1;0;0;0;0
50357468;FS20;0;0;0;0;0;0
50357468;FS19;3.57;7;5.22;16;16;0
50357468;FS18;4.5;4;5.46;6;6;0
50357468;FS17;0;0;0;0;0;0
50357468;FS16;0;0;0;0;0;0
50357468;FS15;0;0;5;1;1;0
50357468;FS14;0;0;0;0;0;0
50357468;HS18;5.0;1;0;0;0;0
50995011;FS20;0;0;0;0;0;0
50976492;FS20;0;0;0;0;0;0
50590918;FS20;0;0;0;0;0;0
50590918;FS19;3.33;3;3.42;6;4;2
50590918;FS18;4.0;1;5.25;2;2;0
50590918;FS17;0;0;5;1;1;0
50590918;FS16;0;0;0;0;0;0
50590918;FS15;0;0;0;0;0;0
50590918;HS18;5.0;3;0;0;0;0
50590918;HS17;5.0;1;0;0;0;0
50923076;FS20;0;0;0;0;0;0
50923076;FS19;0;0;0;0;0;0
50938958;FS20;0;0;0;0;0;0
50938958;FS19;5.0;4;5.61;14;14;0
50938958;HS19;3.0;1;0;0;0;0
50995677;FS20;0;0;0;0;0;0
50308238;FS20;0;0;0;0;0;0
50308238;FS19;3.0;2;3.96;7;4;3
50308238;FS18;4.0;1;4.75;5;5;0
50308238;FS17;0;0;4.25;1;1;0
50308238;FS16;0;0;4;5;4;1
50308238;FS15;0;0;4.79;7;7;0
50308238;FS14;0;0;4.75;4;4;0
50308238;HS17;4.0;1;0;0;0;0
50308238;HS19;2.5;2;0;0;0;0
50976500;FS20;0;0;0;0;0;0
50873090;FS20;0;0;0;0;0;0
50873090;FS19;3.6;5;5.45;5;5;0
50873090;FS18;2.67;3;4.63;4;4;0
50873090;HS18;2.0;4;0;0;0;0
50461417;FS20;0;0;0;0;0;0
50461417;HS19;0;0;5.25;1;1;0
50461417;FS19;3.22;9;5.2;10;10;0
50461417;HS18;3.25;4;5.32;11;11;0
50461417;FS18;3.43;7;5.67;3;3;0
50461417;HS17;3.33;6;5.13;6;6;0
50461417;FS17;0;0;5.04;6;6;0
50461417;FS16;0;0;5.25;9;9;0
50461417;FS15;0;0;5.08;3;3;0
50461417;FS14;0;0;4.75;1;1;0
50873018;FS20;0;0;0;0;0;0
50873018;FS19;4.47;15;4.88;52;46;6
50873018;FS18;4.14;14;4.82;47;42;5
50873018;HS18;4.17;6;0;0;0;0
50873018;HS19;4.67;3;0;0;0;0
50976506;FS20;1.5;2;0;0;0;0
50491076;FS20;0;0;0;0;0;0
50491076;FS19;4.67;3;5.44;4;4;0
50491076;FS18;0;0;0;0;0;0
50491076;FS17;0;0;0;0;0;0
50491076;FS16;0;0;5;1;1;0
50491076;FS15;0;0;5;1;1;0
50491076;FS14;0;0;0;0;0;0
50820302;FS20;5.0;1;0;0;0;0
50820302;FS19;2.0;6;5.48;11;11;0
50820302;FS18;2.71;7;5.68;10;10;0
50820302;FS17;0;0;1;1;0;1
50976503;FS20;0;0;0;0;0;0
50019546;FS20;1.0;1;0;0;0;0
50019546;FS18;2.25;8;4.69;9;9;0
50019546;FS16;0;0;0;0;0;0
50019546;FS14;0;0;0;0;0;0
50308551;FS20;1.0;1;0;0;0;0
50308551;FS19;3.37;19;4.37;57;50;7
50308551;FS18;2.93;14;4.13;32;23;9
50308551;FS17;0;0;4.54;32;29;3
50308551;FS16;0;0;4.89;33;32;1
50308551;FS15;0;0;4.74;22;18;4
50308551;FS14;0;0;4.25;8;5;3
50308551;FS11;0;0;4.75;1;1;0
50308551;HS19;3.0;2;0;0;0;0
50308551;HS18;3.0;6;0;0;0;0
50308551;HS17;4.33;3;0;0;0;0
50472669;FS20;0;0;0;0;0;0
50472669;FS19;0;0;0;0;0;0
50472669;FS18;0;0;0;0;0;0
50472669;FS17;0;0;0;0;0;0
50472669;FS16;0;0;0;0;0;0
50472669;FS15;0;0;0;0;0;0
50472669;FS14;0;0;0;0;0;0
50998061;FS20;0;0;0;0;0;0
50044084;FS20;0;0;0;0;0;0
50044084;HS19;0;0;0;0;0;0
50044084;FS19;0;0;0;0;0;0
50044084;HS18;0;0;0;0;0;0
50044084;FS18;0;0;0;0;0;0
50044084;HS17;0;0;0;0;0;0
50044084;FS17;0;0;0;0;0;0
50044084;HS16;0;0;0;0;0;0
50044084;FS16;0;0;0;0;0;0
50044084;HS15;0;0;0;0;0;0
50044084;FS15;0;0;0;0;0;0
50044084;HS14;0;0;0;0;0;0
50044084;FS14;0;0;0;0;0;0
50993225;FS20;0;0;0;0;0;0
50996528;FS20;5.0;3;0;0;0;0
50681494;FS20;0;0;0;0;0;0
50681494;FS19;0;0;0;0;0;0
50681494;FS18;0;0;0;0;0;0
50681494;FS17;0;0;0;0;0;0
50681494;FS16;0;0;0;0;0;0
50681494;FS15;0;0;0;0;0;0
50681494;FS14;0;0;0;0;0;0
50720011;FS20;0;0;0;0;0;0
50720011;FS19;0;0;0;0;0;0
50720011;FS18;0;0;0;0;0;0
50720011;FS17;0;0;0;0;0;0
50720011;FS16;0;0;0;0;0;0
50720011;FS15;0;0;0;0;0;0
50974212;FS20;0;0;0;0;0;0
50974212;HS19;0;0;0;0;0;0
50991920;FS20;0;0;0;0;0;0
50437575;FS20;0;0;0;0;0;0
50437575;HS19;0;0;0;0;0;0
50437575;FS19;0;0;0;0;0;0
50437575;HS18;0;0;0;0;0;0
50437575;FS18;0;0;0;0;0;0
50437575;HS17;0;0;0;0;0;0
50437575;FS17;0;0;0;0;0;0
50437575;HS16;0;0;0;0;0;0
50437575;FS16;0;0;0;0;0;0
50437575;HS15;0;0;0;0;0;0
50437575;FS15;0;0;0;0;0;0
50437575;HS14;0;0;0;0;0;0
50437575;FS14;0;0;0;0;0;0
50976491;FS20;0;0;0;0;0;0
50450213;FS20;0;0;0;0;0;0
50450213;FS19;0;0;0;0;0;0
50450213;FS18;0;0;0;0;0;0
50450213;FS17;0;0;0;0;0;0
50450213;FS16;0;0;0;0;0;0
50450213;FS15;0;0;0;0;0;0
50450213;FS14;0;0;0;0;0;0
50923134;FS20;0;0;0;0;0;0
50923134;FS19;0;0;5.5;4;4;0
50923134;HS19;5.0;1;0;0;0;0
50749029;FS20;0;0;0;0;0;0
50749029;FS19;3.67;9;5.04;14;14;0
50749029;FS18;4.0;9;4.62;17;16;1
50749029;FS17;0;0;5.25;1;1;0
50749029;HS15;0;0;5.42;3;3;0
50749029;HS19;4.25;4;0;0;0;0
50749029;HS18;3.75;4;0;0;0;0
50749029;HS17;5.0;1;0;0;0;0
50873102;FS20;0;0;0;0;0;0
50873102;FS19;5.0;2;4.44;4;3;1
50873102;FS18;4.25;4;5.64;7;7;0
50873102;HS19;1.5;2;0;0;0;0
50873102;HS18;5.0;2;0;0;0;0
50826074;FS20;0;0;0;0;0;0
50826074;HS19;0;0;0;0;0;0
50826074;FS19;0;0;0;0;0;0
50826074;HS18;0;0;0;0;0;0
50826074;FS18;0;0;0;0;0;0
50826074;HS17;0;0;0;0;0;0
50826074;FS17;0;0;0;0;0;0
50826074;HS16;0;0;0;0;0;0
50678564;FS20;0;0;0;0;0;0
50678564;FS19;0;0;0;0;0;0
50678564;FS18;0;0;0;0;0;0
50678564;FS17;0;0;0;0;0;0
50678564;FS16;0;0;0;0;0;0
50678564;FS15;0;0;0;0;0;0
50678564;FS14;0;0;0;0;0;0
50998698;FS20;0;0;0;0;0;0
50826919;FS20;2.0;4;0;0;0;0
50826919;FS19;0;0;4.25;3;2;1
50826919;FS18;4.0;1;5.75;1;1;0
50826919;FS17;0;0;5.25;1;1;0
51001265;FS20;0;0;0;0;0;0
50887379;FS20;3.0;2;0;0;0;0
50887379;FS19;4.16;19;4.91;27;27;0
50887379;FS18;3.43;21;4.73;34;32;2
50887379;HS19;4.0;1;0;0;0;0
50887379;HS18;4.0;1;0;0;0;0
50450386;FS20;2.0;1;0;0;0;0
50450386;FS19;2.9;20;4.49;33;28;5
50450386;FS18;3.0;14;4.64;42;38;4
50450386;FS17;0;0;4.8;40;37;3
50450386;FS16;0;0;4.68;55;50;5
50450386;FS15;0;0;4.61;19;17;2
50450386;FS14;0;0;3.86;9;6;3
50450386;FS13;0;0;3.81;4;2;2
50450386;HS19;3.0;4;0;0;0;0
50450386;HS17;2.33;3;0;0;0;0
50450386;HS18;4.67;3;0;0;0;0
50994657;FS20;5.0;4;0;0;0;0
50937513;FS20;0;0;0;0;0;0
50937513;FS19;3.12;8;5.25;9;9;0
50937513;HS19;3.0;2;0;0;0;0
50674904;FS20;0;0;0;0;0;0
50674904;FS19;0;0;0;0;0;0
50674904;FS18;5.0;1;0;0;0;0
50674904;FS17;0;0;0;0;0;0
50674904;FS16;0;0;0;0;0;0
50674904;FS15;0;0;0;0;0;0
50674904;FS14;0;0;0;0;0;0
50936688;FS20;0;0;0;0;0;0
50936688;FS19;3.5;2;5.6;5;5;0
50828540;FS20;0;0;0;0;0;0
50828540;HS19;0;0;0;0;0;0
50828540;FS19;0;0;0;0;0;0
50828540;HS18;0;0;0;0;0;0
50828540;FS18;0;0;0;0;0;0
50828540;HS17;0;0;0;0;0;0
50828540;FS17;0;0;0;0;0;0
50828540;HS16;0;0;0;0;0;0
50761768;FS20;0;0;0;0;0;0
50761768;HS19;0;0;0;0;0;0
50761768;FS19;0;0;0;0;0;0
50761768;HS18;0;0;0;0;0;0
50761768;FS18;0;0;0;0;0;0
50761768;HS17;0;0;0;0;0;0
50761768;FS17;0;0;0;0;0;0
50761768;HS16;0;0;0;0;0;0
50761768;FS16;0;0;0;0;0;0
50761768;HS15;0;0;0;0;0;0
50996992;FS20;0;0;0;0;0;0
50770929;FS20;0;0;0;0;0;0
50770929;FS19;0;0;0;0;0;0
50770929;FS18;0;0;0;0;0;0
50770929;FS17;0;0;0;0;0;0
50770929;FS16;0;0;0;0;0;0
50019252;FS20;0;0;0;0;0;0
50019252;FS18;4.0;1;5.17;3;3;0
50019252;FS17;0;0;0;0;0;0
50019252;FS16;0;0;5.25;1;1;0
50019252;FS15;0;0;0;0;0;0
50019252;FS14;0;0;0;0;0;0
50976495;FS20;0;0;0;0;0;0
50736621;FS20;0;0;0;0;0;0
50736621;HS19;0;0;0;0;0;0
50736621;FS19;0;0;0;0;0;0
50736621;HS18;0;0;0;0;0;0
50736621;FS18;0;0;0;0;0;0
50736621;HS17;0;0;0;0;0;0
50736621;HS16;0;0;0;0;0;0
50736621;HS15;0;0;0;0;0;0
50976498;FS20;0;0;0;0;0;0
50939506;FS20;0;0;0;0;0;0
50939506;FS19;0;0;4.31;4;3;1
50976505;FS20;5.0;1;0;0;0;0
50431379;FS20;5.0;1;0;0;0;0
50431379;FS19;4.27;15;5.06;103;102;1
50431379;FS18;1.11;19;3.62;72;35;37
50431379;FS17;0;0;4.65;85;77;8
50431379;FS16;0;0;4.6;74;65;9
50431379;FS15;0;0;4.77;23;22;1
50431379;FS14;0;0;4.96;7;6;1
50431379;FS11;0;0;4.25;1;1;0
50431379;HS19;3.2;5;0;0;0;0
50431379;HS18;1.0;2;0;0;0;0
50431379;HS17;2.0;3;0;0;0;0
50873019;FS20;2.5;2;0;0;0;0
50873019;FS19;3.32;31;4.95;179;169;10
50873019;FS18;4.5;2;4.78;159;150;9
50873019;HS18;4.0;2;0;0;0;0
50873019;HS19;3.12;8;0;0;0;0
50821425;FS20;1.0;1;0;0;0;0
50821425;FS19;1.38;29;3.93;59;42;17
50821425;FS18;0;0;4.43;59;51;8
50821425;FS17;0;0;4.27;32;27;5
50821425;HS19;2.0;4;0;0;0;0
50821425;HS18;1.57;7;0;0;0;0
50821425;HS17;1.5;4;0;0;0;0
50976497;FS20;0;0;0;0;0;0
50873017;FS20;2.33;3;0;0;0;0
50873017;FS19;4.89;9;5.14;20;20;0
50873017;FS18;4.67;6;5.08;19;19;0
50873017;HS19;3.75;4;0;0;0;0
50873017;HS18;4.71;7;0;0;0;0
50313790;FS20;0;0;0;0;0;0
50313790;FS19;2.78;9;3.76;26;18;8
50313790;FS18;3.33;12;4.36;29;23;6
50313790;FS17;0;0;4.67;23;22;1
50313790;FS16;0;0;4.95;15;15;0
50313790;FS15;0;0;4.64;7;7;0
50313790;FS14;0;0;4.63;2;2;0
50313790;FS13;0;0;4.75;2;2;0
50313790;HS19;2.5;2;0;0;0;0
50313790;HS17;3.22;9;0;0;0;0
50313790;HS18;2.5;4;0;0;0;0
50783616;FS20;3.71;14;5.38;2;2;0
50783616;FS19;3.5;6;5.04;13;13;0
50783616;FS18;3.0;1;5.22;8;8;0
50783616;FS17;0;0;5.19;4;4;0
50783616;FS16;0;0;5.25;2;2;0
50783616;HS19;3.5;2;0;0;0;0
50783616;HS17;2.0;1;0;0;0;0
50821229;FS20;0;0;0;0;0;0
50821229;FS19;2.33;6;5.15;5;5;0
50821229;FS18;0;0;5.25;1;1;0
50821229;FS17;0;0;5.5;2;2;0
50821229;HS19;4.0;1;0;0;0;0
50370921;FS20;0;0;0;0;0;0
50370921;FS19;2.4;5;4.23;20;15;5
50370921;FS18;1.0;2;4.38;2;2;0
50370921;FS17;0;0;5.33;3;3;0
50370921;FS16;0;0;5.17;3;3;0
50370921;HS14;0;0;0;0;0;0
50370921;HS19;1.0;2;0;0;0;0
50370921;HS17;3.0;1;0;0;0;0
50998064;FS20;0;0;0;0;0;0
50431446;FS20;0;0;0;0;0;0
50431446;FS19;4.0;1;5.42;13;13;0
50431446;FS18;0;0;5.5;4;4;0
50431446;FS17;0;0;0;0;0;0
50431446;FS16;0;0;5.58;3;3;0
50431446;FS15;0;0;5.5;2;2;0
50431446;FS14;0;0;0;0;0;0
50431446;HS17;4.0;1;0;0;0;0
50431446;HS18;5.0;1;0;0;0;0
50314970;FS20;0;0;0;0;0;0
50314970;FS19;3.86;7;5;10;10;0
50314970;FS18;3.8;5;4.66;8;7;1
50314970;FS17;0;0;4.48;27;22;5
50314970;FS16;0;0;4.36;35;27;8
50314970;FS15;0;0;4.22;18;13;5
50314970;FS14;0;0;4.06;17;10;7
50314970;FS13;0;0;5.25;2;2;0
50314970;HS18;2.75;4;0;0;0;0
50314970;HS17;3.12;17;0;0;0;0
50819883;FS20;1.5;6;0;0;0;0
50819883;FS19;3.0;25;4.26;61;50;11
50819883;FS18;2.5;6;4.22;59;44;15
50819883;FS17;0;0;4.62;28;24;4
50819883;HS19;2.8;5;0;0;0;0
50819883;HS18;2.67;3;0;0;0;0
50369984;FS20;0;0;0;0;0;0
50369984;FS19;4.5;10;5.63;14;14;0
50369984;FS18;4.57;7;5.4;18;18;0
50369984;FS17;0;0;5.43;14;14;0
50369984;FS16;0;0;5;9;9;0
50369984;FS15;0;0;5.3;10;10;0
50369984;FS14;0;0;5.17;3;3;0
50369984;HS17;4.22;9;0;0;0;0
50369984;HS18;4.0;1;0;0;0;0
50369984;HS19;3.0;1;0;0;0;0
50019334;FS20;0;0;0;0;0;0
50019334;HS18;2.2;5;5.19;4;4;0
50019334;HS17;3.0;2;5.13;6;6;0
50019334;HS16;0;0;0;0;0;0
50019334;HS15;0;0;0;0;0;0
50019334;HS14;0;0;5.75;1;1;0
50019334;FS19;3.5;2;0;0;0;0
50019334;HS19;4.0;1;0;0;0;0
50019334;FS18;4.0;2;0;0;0;0
50450097;FS20;0;0;0;0;0;0
50450097;FS19;3.55;11;5.03;20;20;0
50450097;FS18;3.6;5;5.2;10;10;0
50450097;FS17;0;0;4.94;4;4;0
50450097;FS16;0;0;5.25;2;2;0
50450097;FS15;0;0;0;0;0;0
50450097;FS14;0;0;0;0;0;0
50450097;HS19;3.0;1;0;0;0;0
50450097;HS18;3.5;2;0;0;0;0
50450097;HS17;5.0;4;0;0;0;0
50618832;FS20;5.0;1;0;0;0;0
50618832;FS19;3.88;17;4.23;32;27;5
50618832;FS18;4.45;11;4.61;27;24;3
50618832;FS17;0;0;4.76;43;40;3
50618832;FS16;0;0;4.52;25;25;0
50618832;FS15;0;0;4.18;7;6;1
50618832;FS14;0;0;4.43;7;7;0
50618832;FS13;0;0;4.5;2;2;0
50618832;HS19;4.33;3;0;0;0;0
50618832;HS18;3.4;5;0;0;0;0
50618832;HS17;4.12;8;0;0;0;0
50719200;FS20;0;0;0;0;0;0
50719200;FS19;3.89;18;5.37;34;34;0
50719200;FS18;5.0;4;5.02;23;23;0
50719200;FS17;0;0;5.07;22;21;1
50719200;FS16;0;0;5.13;19;19;0
50719200;FS15;0;0;5.35;5;5;0
50719200;FS14;0;0;5.5;1;1;0
50719200;HS17;4.5;8;0;0;0;0
50719200;HS19;4.0;3;0;0;0;0
50719200;HS18;4.25;4;0;0;0;0
50393659;FS20;5.0;1;0;0;0;0
50393659;FS19;2.0;5;4.34;28;22;6
50393659;FS18;2.43;7;3.77;21;12;9
50393659;FS17;0;0;3.54;6;4;2
50393659;FS16;0;0;4.17;9;5;4
50393659;FS15;0;0;5.5;1;1;0
50393659;FS14;0;0;0;0;0;0
50393659;FS13;0;0;5;1;1;0
50393659;HS18;1.67;3;0;0;0;0
50393659;HS19;2.5;2;0;0;0;0
50393659;HS17;2.0;1;0;0;0;0
50845119;FS20;0;0;0;0;0;0
50845119;HS18;4.38;8;4.98;30;30;0
